saleshistorykey,realestatepropertycode,salestypedsc,saledate,saleamt,propertystreetnbrnametext,propertyclasstypedsc,coolingtypedsc,dwellingtypedsc,heatingtypedsc,dwellingyearbuiltdate,storiesquantitydsc,fireplacecnt,bedroomcnt,bathroomcnt
750802205,3070013,"Multiple RPCs, Not A Coded S",2002-01-24,2350000,3860 CHESTERBROOK RD,-Single Family Detached,Central air,41 - 2 & 2+ sty  Estate,Hot water,1960,2.00,3,6,9
751333229,22001083,"Foreclosure, Auction, Bankru",2009-04-03,219001,5601 7th ST S,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1959,1.0,1,3,3
750816933,4014004,t Applicable,2015-07-24,865000,4030 24th RD N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,1946,2.0,2,3,4
751601305,32013451,t Applicable,2016-03-04,281000,1414 S BARTON ST 451,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
750765561,2087015,t Applicable,1998-05-15,324000,4851 28th ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1950,1.00,1,0,3
750782841,3036143,t Applicable,1981-06-05,132000,4422 DITTMAR RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2000,2.0,1,5,6
750792713,3050012,Not Previously Assessed,2006-03-15,2675000,3408 N VENICE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2005,2.00,4,6,6
751868473,16022086,t Applicable,2021-11-09,1411000,1881 N NASH ST 810,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2009,1.0,0,2,3
750933129,9062009,t Applicable,2003-01-10,455000,1216 N JEFFERSON ST,-Single Family Detached,Central air,11 - 1 Story,Hot water,1963,1.0,2,2,3
750844837,5040001,t Applicable,1998-10-07,334000,4224 23rd ST N,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1940,1.50,2,2,0
750858049,6002025,New Construction,2017-02-17,1700000,2033 N UTAH ST,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air-gas,2016,2.0,2,5,5
750921605,9016187,t Applicable,2004-12-03,138975,1635 N GEORGE MASON DR 115,-Commercial Condo,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1995,1.00,0,0,0
750873061,7001017,t Applicable,2003-08-18,400000,4359 LEE HWY,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2008,2.0,1,4,5
750792257,3049001,Estate Sale,2002-08-30,407000,4132 34th ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1952,1.00,1,3,3
751468241,28034652,t Applicable,2000-01-28,59900,4600 S FOUR MILE RUN DR 0501,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751793833,18014145,t Applicable,2022-03-02,505025,1201 N GARFIELD ST 302,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
750795437,3059030,Not Market Sale,1982-09-02,145000,3315 N GLEBE RD,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1959,0,2,4,3
750797441,3063038,t Applicable,2003-02-25,675000,4514 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1950,2.0,2,5,5
751379549,23035032,t Applicable,2002-04-02,439000,4500 8th ST S,-Single Family Detached,Central air,31 - 2 Story,Hot water,1909,2.0,1,3,3
751495957,29004377,t Applicable,1999-09-24,82000,4544 28th RD S 15-3,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,1.00,1,1,1
751363609,23013010,"Multiple RPCs, Not A Coded S",2014-03-17,425000,401 S WAKEFIELD ST,-Single Family Detached,None,11 - 1 Story,Hot water,1935,1.0,1,2,1
750808525,4006006,t Applicable,1986-09-05,195000,3156 N POLLARD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2008,2.0,2,8,8
750815541,4011439,t Applicable,1983-11-29,249750,2762 N RANDOLPH ST,-Single Family Detached,Central air,61 - Bi-Level,Forced hot air,1969,,2,3,4
750938685,10005003,t Applicable,1992-09-25,196500,5932 LANGSTON BLVD,-Single Family Detached,Central air,31 - 2 Story,Hot water,1920,2.00,1,2,2
750830485,5004001,t Applicable,2018-07-16,1166000,2343 N VERNON ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1953,1.5,3,4,4
750838301,5023030,t Applicable,2003-10-29,875000,4125 26th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1954,2.0,4,5,5
751700989,14042770,t Applicable,2001-02-28,267000,3835 9th ST N PH3W,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2000,1.0,1,2,2
751382653,23039129,t Applicable,2004-12-08,376600,3837 9th RD S,-Condo Stacked,Central air,81 - Townhouse Center Unit,Forced hot air,1987,2.00,0,2,4
750822629,4027007,t Applicable,2019-10-03,1261025,2845 LORCOM LN,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1993,2.0,1,5,4
750783989,3036231,t Applicable,2007-05-18,969900,4325 37th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2023,2.0,1,6,5
750718693,1054014,Sale or Gift to Relative,2002-06-18,325000,2615 JOHN MARSHALL DR,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1979,2.0,1,4,4
750755905,2067017,t Applicable,1984-07-03,105000,5125 25th PL N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1942,2,1,3,2
751673873,37021039,t Applicable,2001-08-31,325000,826 31st ST S,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air-gas,2018,2.5,1,5,3
750795589,3060005,t Applicable,1992-04-06,382500,4852 33rd RD N,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1951,1.25,1,4,3
750707141,1020049,t Applicable,2008-08-14,959000,6064 LITTLE FALLS RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1978,2.00,2,4,4
751681653,37034003,t Applicable,1989-10-27,160000,3111 S HIGH ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1940,2.0,1,3,2
751572537,31017125,t Applicable,2002-10-29,228200,2218 S QUINCY ST 00001,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1976,2.00,1,2,3
750840213,5027009,t Applicable,2000-07-12,290000,2271 N UPTON ST,-Single Family Detached,Central air,31 - 2 Story,Hot water,1920,2.0,2,4,4
750751897,2054029,t Applicable,1993-11-24,194000,5337 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2021,2.0,1,6,6
751681125,37032045,Not Market Sale,2002-12-31,214000,3096 S GLEBE RD,-Townhouse (condo own),Central air,71 - Townhouse End Unit,Forced hot air,1990,3.0,1,3,4
750899437,7042011,t Applicable,1988-07-29,250000,1416 N WAKEFIELD ST,-Single Family Detached,Central air,31 - 2 Story,Hot water,1934,1.5,1,3,2
751002749,12040098,t Applicable,1997-05-02,305000,6028 2nd ST N,-Single Family Detached,Central air,51 - Sub-Nbhd,Forced hot air,1980,1.50,1,0,4
751489109,29003806,t Applicable,2015-04-29,385000,2588 F S ARLINGTON MILL DR 00006,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,1.00,0,2,1
751435745,28001065,t Applicable,1980-09-09,48400,1515 S GEORGE MASON DR 01,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,2,1
751534861,30013126,t Applicable,1990-03-13,163300,4443 36th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
750772129,3011031,t Applicable,1989-04-11,327000,3924 N WAKEFIELD ST,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air-gas,1956,1.0,1,3,3
750819981,4022013,t Applicable,2022-06-27,2310000,2371 N OAKLAND ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2011,2.00,2,5,5
751458641,28019002,t Applicable,1989-08-31,185000,5061 22nd ST S,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1947,1.75,1,6,3
751662909,36046014,t Applicable,1987-09-15,182000,819 25th ST S,-Single Family Detached,Central air,31 - 2 Story,Hot water,1935,2.00,1,4,0
750885877,7011021,t Applicable,1988-08-25,55500,2030 N VERMONT ST 204,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1953,1.00,0,1,1
751637597,35006385,t Applicable,1989-01-23,76000,1300 ARMY NAVY DR 0403,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
751596717,32007082,t Applicable,2013-05-10,386000,2700 16th ST S 660,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,2,1
750799385,3064073,Not Market Sale,2017-10-26,670000,2904 N STAFFORD ST,-Single Family Detached,Central air,"65 - Split-level, 5 levels",Forced hot air,1955,0,1,4,3
751684801,38001020,t Applicable,1980-02-28,140000,2330 S PIERCE ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1951,1.0,2,4,4
750799341,3064070,Estate Sale,2000-01-27,253000,2916 N STAFFORD ST,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1955,1.00,1,0,2
750817929,4017010,t Applicable,1985-04-03,212000,2514 N QUEBEC ST,-Single Family Detached,Central air,"65 - Split-level, 5 levels",Hot water,1955,1.0,1,0,0
750960193,11005107,t Applicable,2000-03-20,261000,2200 N TUCKAHOE ST,-Townhouse (fee simple own),Central air,71 - Townhouse End Unit,Forced hot air,1976,1.0,1,3,4
751285357,19014051,t Applicable,1983-07-15,152990,826 N JACKSON ST,-Townhouse (condo own),Central air,81 - Townhouse Center Unit,Central Warm Air,1981,2.0,2,3,3
750808337,4005013,t Applicable,2021-05-07,1625000,3169 N POLLARD ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1950,1.75,2,5,4
750833853,5011005,t Applicable,2017-05-23,825000,2317 N COLUMBUS ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1948,2.0,1,4,3
751709545,14041176,t Applicable,2007-01-29,391000,3830 9th ST N 904W,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2002,1.0,0,1,2
750763485,2083018,New Construction,2019-12-27,2070505,5601 36th ST N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,2019,2.0,1,6,6
750748925,2048009,Sale or Gift to Relative,1992-04-04,46109,5101 27th ST N,-Single Family Detached,Central air,102- Accessory Dwelling Unit,Central Warm Air,2001,1.0,0,7,5
750785961,3041024,Partial Interest,2009-06-17,226333,3348 N GLEBE RD,-Single Family Detached,None,22 - 1 3/4 Story,Hot water,1929,0,1,4,2
751532713,30005315,t Applicable,2013-05-03,337000,4100 32nd RD S B2,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,3,2
750829677,5001045,t Applicable,1998-05-29,236000,4257 25th ST N,-Single Family Detached,None,11 - 1 Story,Hot water,1957,1.00,2,3,2
750786469,3042008,t Applicable,1999-01-04,505000,4731 34th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2020,2.0,1,5,6
751273989,18074189,t Applicable,2012-08-30,248000,2503 ARLINGTON BLVD 00007,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1943,1.00,1,1,1
750891389,7021018,t Applicable,2007-09-24,1090000,4411 19th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1998,2.0,1,3,4
751504305,29007592,t Applicable,2020-05-20,515000,2828 S BUCHANAN ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1944,2.00,0,2,2
750952041,10037030,t Applicable,1996-04-26,163500,5821 15th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,1,3,3
750859985,6009014,t Applicable,2014-05-12,1257500,1611 N TAYLOR ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2009,2.0,1,4,5
750771405,3009022,New Construction,2020-03-04,2299000,4531 40th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2018,2.0,2,6,8
751590797,32001591,"Foreclosure, Auction, Bankru",1994-10-26,46750,1830 COLUMBIA PIKE 516,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,0,1
751353465,22014121,t Applicable,2001-10-31,45000,5353 COLUMBIA PIKE 704,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,1,0,1
751312749,20026279,t Applicable,1995-05-30,48300,110 N GEORGE MASON DR 110-1,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,1.00,0,1,1
751601189,32013446,t Applicable,2004-02-12,227000,1414 S BARTON ST 446,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
750779313,3032059,t Applicable,1985-02-27,206500,3722 N WAKEFIELD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1958,2.0,2,5,6
750838129,5023018,t Applicable,1993-05-27,375000,2630 ROBERT WALKER PL,-Single Family Detached,Central air,62 - Split Foyer,Hot water,1960,1.00,2,3,3
751715421,11029035,t Applicable,2005-09-09,1200000,6315 WASHINGTON BLVD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1941,2.0,2,4,5
750757721,2073003,t Applicable,1999-09-09,537500,5346 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1999,2.0,1,4,4
750790061,3047092,t Applicable,1993-09-23,233000,4237 31st ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1952,1.0,1,0,2
751369157,23018020,t Applicable,2002-01-10,324500,3920 6th ST S,-Single Family Detached,None,11 - 1 Story,Hot water,1962,1.00,1,0,3
750950489,10035029,t Applicable,1989-06-30,178000,5859 15th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1938,2.00,0,2,2
751443761,28003015,t Applicable,2006-09-02,285000,5004 COLUMBIA PIKE 2,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,1.00,0,2,1
750781905,3036088,t Applicable,2014-05-20,1550000,4079 35th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2002,2.0,1,4,5
750721569,1064001,t Applicable,1996-05-24,249000,2513 N QUANTICO ST,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air,1941,2.5,1,4,3
750925701,9034009,t Applicable,2006-01-17,979000,1512 N HARRISON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,2,3,4
751593897,32002314,Financial Institution,2007-06-25,295000,1200 S BARTON ST 314,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
750817181,4015010,t Applicable,1985-12-27,176000,4005 24th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1941,2.0,2,4,4
751436253,28001091,"Foreclosure, Auction, Bankru",2009-02-26,98308,1521 S GEORGE MASON DR 12,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,2,1
750822585,4027005,Sale or Gift to Relative,1995-07-20,225000,2829 LORCOM LN,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1957,1.00,1,0,3
751065625,14024104,t Applicable,1990-11-29,121500,1029 N STUART ST 216,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1985,1.00,0,1,1
750715257,1046024,t Applicable,2001-07-09,693500,2631 N ROCKINGHAM ST,-Single Family Detached,Central air,31 - 2 Story,Central Warm Air,2001,2.0,1,5,4
751794161,18014161,Not Previously Assessed,2006-05-24,317850,1201 N GARFIELD ST 318,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
751674257,37021061,t Applicable,2000-11-30,220000,3127 S GLEBE RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1946,2.00,1,3,2
750760425,2074042,t Applicable,1983-04-22,182500,5625 LANGSTON BLVD,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1981,3.0,2,3,4
751426837,26015032,"Foreclosure, Auction, Bankru",2012-11-01,492000,3402 17th ST S,-Single Family Detached,Central air,31 - 2 Story,Hot water,1938,2.0,1,3,3
750886441,7011052,t Applicable,1984-11-21,56750,2055 N WOODSTOCK ST 303,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1953,1.00,0,2,1
750753617,2059026,t Applicable,1998-08-31,332000,4913 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1948,2.0,2,3,5
751580641,31030044,"Foreclosure, Auction, Bankru",2000-01-06,103956,3701 S FOUR MILE RUN DR,-Side by side,None,91 - Side X Side,Forced hot air,1945,2.00,0,2,1
750775421,3020004,t Applicable,1986-07-17,175000,5016 35th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1950,2.00,1,3,0
750917861,9011008,Not Market Sale,1997-09-29,172450,5409 21st ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air-gas,1951,2.0,1,4,2
751301893,20012100,t Applicable,2021-11-10,350000,4141 HENDERSON RD 403,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1973,1.00,0,1,2
751352069,22014049,Condo Parking Space,1997-04-18,4000,5353 COLUMBIA PIKE 104,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,0,1
750885421,7009028,t Applicable,1995-06-30,170000,2012 N WOODSTOCK ST,-Single Family Detached,None,11 - 1 Story,Forced hot air,1950,1.00,1,2,0
751338941,22001414,Financial Institution,2015-05-28,167000,814 S ARLINGTON MILL DR 6-204,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,1.00,0,2,1
751778301,18014074,t Applicable,2019-04-26,690000,1205 N GARFIELD ST 607,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2005,1.0,0,2,2
750779021,3032039,t Applicable,2001-08-16,980000,4435 DITTMAR RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1988,2.0,3,4,5
750787185,3045006,t Applicable,2002-12-03,930000,4670 35th ST N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,1963,2.25,3,8,7
750703973,1014005,t Applicable,1990-03-30,213000,6812 WILLIAMSBURG BLVD,-Single Family Detached,None,11 - 1 Story,Hot water,1950,1.00,1,4,2
751726361,6033031,t Applicable,2008-05-12,883681,2011 N LINCOLN ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1982,2.0,2,5,5
751646597,35008091,t Applicable,1986-12-15,147000,724 15th ST S 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1980,2.00,1,3,4
751379541,23035032,"Multiple RPCs, Not A Coded S",1993-04-08,300000,4500 8th ST S,-Single Family Detached,Central air,31 - 2 Story,Hot water,1909,2.0,1,3,3
751799697,29014157,Not Previously Assessed,2006-10-20,304772,2720 S ARLINGTON MILL DR 1006,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
750962269,11006052,t Applicable,2001-11-30,492500,2307 N VAN BUREN CT,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1995,1.0,2,3,5
751684609,38001008,t Applicable,2008-09-05,800000,2401 S MEADE ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1941,1.75,2,3,4
751647769,35008157,t Applicable,1984-11-21,118500,1659 S HAYES ST 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1980,2.00,1,3,4
751626621,35001205,t Applicable,2003-01-03,140000,1211 S EADS ST 407,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1989,1.00,0,0,1
750771005,3008033,t Applicable,2015-05-08,1150000,4019 CHESTERBROOK RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1955,1.0,2,4,5
750879981,7006176,"Foreclosure, Auction, Bankru",1998-11-13,110000,1729 N CULPEPER ST,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1951,1.00,0,0,0
750778953,3032037,"Multiple RPCs, Not A Coded S",1981-12-04,174000,4425 DITTMAR RD,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air-gas,2016,2.5,1,6,6
750879641,7006148,t Applicable,1986-05-30,138000,4733 20th ST N,-Single Family Detached,None,21 - 1 1/2 Story,Forced hot air,1938,1.50,1,2,0
750751613,2054014,t Applicable,2000-06-21,310000,5315 26th RD N,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1941,1.5,1,4,3
750781945,3036092,t Applicable,1992-03-25,270000,4095 35th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1952,2.0,1,3,4
750959821,11005086,t Applicable,2003-12-29,455000,2209 N TUCKAHOE ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1976,2.0,1,3,4
750825321,4037003,Partial Interest,2024-04-24,275000,3817 N OAKLAND ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1958,1.0,2,4,4
