saleshistorykey,realestatepropertycode,salestypedsc,saledate,saleamt,propertystreetnbrnametext,propertyclasstypedsc,coolingtypedsc,dwellingtypedsc,heatingtypedsc,dwellingyearbuiltdate,storiesquantitydsc,fireplacecnt,bedroomcnt,bathroomcnt
751480281,29003298,t Applicable,2006-06-27,329900,4601 B 28th RD S B,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1950,1.00,1,2,1
750760977,2075021,t Applicable,2001-03-30,312500,2523 N LEXINGTON ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1940,1.50,1,4,1
751866493,16022031,t Applicable,2011-03-15,905000,1881 N NASH ST 403,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2009,1.0,0,2,3
751424445,26011010,t Applicable,1987-07-31,107000,1702 S OAKLAND ST,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1937,1.25,0,5,2
750718881,1055008,t Applicable,1982-11-18,96200,2558 N LEXINGTON ST,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air,2011,2.5,3,5,9
750718881,1055008,t Applicable,1982-11-18,96200,2558 N LEXINGTON ST,-Single Family Detached,Central air,102- Accessory Dwelling Unit,Forced hot air-gas,2011,1.75,0,5,9
750765269,2086023,t Applicable,2020-11-12,1195000,5004 30th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1939,2.0,2,3,3
750926137,9036003,t Applicable,2011-03-11,890000,1513 N JEFFERSON ST,-Single Family Detached,Central air,31 - 2 Story,Hot water,1941,2.00,2,4,4
750709705,1026013,Land Sale,2001-07-16,343000,6035 28th ST N,-Single Family Detached,Central air,31 - 2 Story,Central Warm Air,2001,2.0,1,4,5
751369173,23018021,Not Market Sale,2017-11-08,530000,3916 6th ST S,-Single Family Detached,Central air,61 - Bi-Level,Forced hot air,1957,,2,3,3
751478673,29003212,t Applicable,2018-02-22,405516,2875 S ABINGDON ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1944,2.00,0,2,2
750915817,9003021,t Applicable,2003-06-30,385000,5425 22nd RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2022,2.0,1,5,5
751573561,31017190,t Applicable,2015-04-20,385000,2209 S POLLARD ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1988,2.0,1,2,4
751591717,32001652,t Applicable,2006-05-05,332000,2908 A 16th RD S 2908A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,2.00,0,3,1
750975665,11036002,t Applicable,1996-03-26,240000,6122 WASHINGTON BLVD,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1947,1.75,2,4,4
750746865,2042064,t Applicable,2008-10-24,750000,4913 29th ST N,-Single Family Detached,Central air,11 - 1 Story,Baseboard,1959,1.00,2,3,3
750808965,4007005,t Applicable,2020-05-08,988000,3160 N QUINCY ST,-Single Family Detached,Central air,11 - 1 Story,Electric radiant,1948,1.00,2,4,2
750800765,3067002,Not Previously Assessed,2007-11-05,1457500,3859 N UPLAND ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1954,2.0,2,5,5
750709061,1025024,t Applicable,1993-10-28,215000,2932 N LEXINGTON ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1951,1.5,0,4,2
751349689,22011081,t Applicable,1989-09-30,52000,5565 COLUMBIA PIKE 308,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,0,0,1
750751545,2054011,Not Market Sale,1990-11-13,188915,5301 26th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,1941,2.0,1,5,3
751477065,29003119,t Applicable,1991-12-10,95000,2815 H S WOODROW ST 00008,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1982,1.00,1,1,1
750797873,3063071,t Applicable,2016-02-02,935000,2554 N WAKEFIELD ST,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1976,1.0,1,4,3
750706869,1020031,t Applicable,1999-01-26,235000,6319 31st ST N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1954,1.00,1,4,2
751568773,31014058,"Foreclosure, Auction, Bankru",2007-12-05,405000,2141 S NELSON ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1965,1.0,0,5,2
751294089,19044007,t Applicable,1992-05-01,285700,3228 N PERSHING DR,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1934,1.25,1,4,3
750867013,6024025,t Applicable,2001-03-28,236000,3909 17th ST N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air-gas,1953,1.0,0,0,0
751547369,30017433,t Applicable,2021-08-09,567500,3341 S STAFFORD ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751619837,34020226,t Applicable,1992-01-15,121000,1805 CRYSTAL DR 1114S,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1984,1.00,0,1,1
751552397,30019820,t Applicable,2007-11-05,388000,3585 S STAFFORD ST,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,1,2
751450825,28005008,"Multiple RPCs, Not A Coded S",1983-02-17,364000,5220 10th PL S,-Side by side,Central air,91 - Side X Side,Forced hot air,1950,2.00,0,2,1
751643129,35007089,t Applicable,1985-08-16,60500,1200 S ARLINGTON RIDGE RD 705,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,1,1
750713685,1042007,t Applicable,1996-05-24,245000,2739 N YUCATAN ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1954,1.00,2,3,3
750885825,7011018,t Applicable,1986-07-28,49500,2030 N VERMONT ST 201,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1953,1.00,0,1,1
750925705,9034009,t Applicable,2016-07-15,1153000,1512 N HARRISON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,2,3,4
750875977,7001179,t Applicable,2005-10-12,380000,4390 LORCOM LN 801,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1961,1.00,0,3,2
750860097,6009019,t Applicable,1999-02-19,160000,1705 N TAYLOR ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1999,2.0,1,4,4
751539549,30014400,t Applicable,2001-07-31,199000,4518 36th ST S A1,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,1.00,0,1,2
750758761,2073066,t Applicable,1995-07-13,225000,2416 N FLORIDA ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1939,1.75,1,2,3
750820549,4024008,Land Sale,2003-06-30,500000,2410 N LINCOLN ST,-Single Family Detached,Central air,31 - 2 Story,Central Warm Air,2004,2.0,3,4,5
750921877,9018005,t Applicable,1999-10-05,489500,5444 19th ST N,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1941,1.75,2,4,4
751557505,30021726,t Applicable,2005-07-20,482500,4657 36th ST S B,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
750807213,4003004,t Applicable,2004-04-28,780600,3738 N OAKLAND ST,-Single Family Detached,Central air,61 - Bi-Level,Forced hot air,1958,2.0,1,4,6
750930321,9051002,t Applicable,2009-06-26,648000,1313 N FREDERICK ST,-Single Family Detached,Central air,102- Accessory Dwelling Unit,Forced hot air-gas,2012,1.75,0,4,5
750797237,3063025,t Applicable,1982-12-07,80000,4724 25th RD N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1950,1.00,1,3,1
751836829,17038018,"Multiple RPCs, Not A Coded S",2011-08-03,1950000,1221 N QUINN ST 12,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air-gas,1963,1.0,0,1,1
750724529,1069008,t Applicable,1983-06-29,152300,6506 26th ST N,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1952,1.00,2,3,0
750928309,9043003,t Applicable,1998-10-15,327000,5562 15th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,1,3,3
750812481,4011116,t Applicable,1989-07-28,520000,2799 N QUEBEC ST,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1979,1.0,1,4,3
750876557,7001212,Not Previously Assessed,1984-08-17,58500,4373 CHERRY HILL RD 207,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1961,1.00,0,1,1
751610981,33001007,Partial Interest,2003-02-21,109450,1544 13th ST S,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1950,1.00,2,7,3
750796833,3062002,t Applicable,1985-04-26,165000,2756 N WAKEFIELD ST,-Single Family Detached,Central air,61 - Bi-Level,Forced hot air,1954,1.0,2,0,3
751490329,29003869,t Applicable,1991-09-04,130000,2606 D S ARLINGTON MILL DR 00004,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,1.00,0,2,1
750878033,7006046,t Applicable,2015-06-12,546000,2162 N BRANDYWINE ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1938,2.00,0,2,2
751569737,31015047,t Applicable,2005-05-06,525000,2108 S NELSON ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1982,1.0,1,6,2
750884729,7008044,t Applicable,2008-06-26,589000,1941 N WOODLEY ST,-Townhouse (fee simple own),Central air,71 - Townhouse End Unit,Forced hot air-gas,1974,3.0,0,3,4
751667097,37002071,t Applicable,1985-10-25,232500,1348 19th RD S,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1979,2.00,3,3,4
751482157,29003398,t Applicable,1989-06-15,123000,4659 C 28th RD S C,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1950,1.00,1,2,1
750930325,9051002,t Applicable,2016-08-11,918000,1313 N FREDERICK ST,-Single Family Detached,Central air,102- Accessory Dwelling Unit,Forced hot air-gas,2012,1.75,0,4,5
751845601,18084042,Not Previously Assessed,2007-10-12,413300,2220 FAIRFAX DR 305,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2007,1.0,0,1,1
750864101,6015003,DREA Not a market Sale,2021-08-31,700000,1701 N RANDOLPH ST,-Single Family Detached,None,12 - 1 Story with Attic,Hot water,1940,1.25,0,3,2
750864857,6016005,t Applicable,2011-07-29,730000,4040 20th RD N,-Single Family Detached,Central air,102- Accessory Dwelling Unit,Heat pump,2023,1.5,0,2,4
750756633,2068010,t Applicable,2004-06-03,575000,4910 25th RD N,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1941,1.5,1,3,2
751571805,31017032,t Applicable,2005-06-23,412000,2210 S POLLARD ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1945,2.00,0,2,2
751488217,29003760,t Applicable,1998-03-27,157000,2568 A S ARLINGTON MILL DR 00001,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1982,2.00,0,2,3
751298457,20005036,t Applicable,1988-04-21,138950,609 N PIEDMONT ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1985,3.0,1,2,3
750716145,1048017,t Applicable,1984-09-25,96750,2621 N QUANTICO ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2021,2.0,1,5,5
751628625,35001312,Not Previously Assessed,1989-12-06,209193,1211 S EADS ST 1402,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1989,1.00,0,2,2
751372673,23027014,t Applicable,2018-08-08,737000,3616 7th ST S,-Single Family Detached,Central air,11 - 1 Story,Forced hot air-gas,2021,1.0,0,4,3
751372673,23027014,t Applicable,2018-08-08,737000,3616 7th ST S,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1927,1.25,0,4,3
751353445,22014120,t Applicable,1982-05-12,53000,5353 COLUMBIA PIKE 703,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1964,1.00,1,1,2
751425525,26013006,Land Sale,2019-02-28,555000,1723 S NELSON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2020,2.0,1,6,6
750889689,7017008,t Applicable,1992-12-17,183000,2013 N VERMONT ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1947,2.0,0,3,2
750926141,9036004,t Applicable,1992-12-18,353000,1519 N JEFFERSON ST,-Single Family Detached,Central air,31 - 2 Story,Hot water,1941,2.00,2,4,5
750835429,5014025,t Applicable,1993-12-15,244000,4655 23rd RD N,-Single Family Detached,Central air,"65 - Split-level, 5 levels",Forced hot air,1983,0,0,3,3
750833001,5007004,t Applicable,2020-09-14,1176000,4727 24th ST N,-Single Family Detached,Central air,31 - 2 Story,Hot water,1938,2.0,1,3,4
751564445,31011063,t Applicable,1982-04-20,78500,2051 S LINCOLN ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1982,2.00,0,4,3
750867973,6025007,t Applicable,2012-07-02,630000,1807 N QUINCY ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1937,1.75,1,3,2
750892221,7025009,t Applicable,1999-02-19,447468,1710 N WAKEFIELD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,1941,2.0,1,4,4
750730573,2009029,New Construction,2013-02-19,1632576,6312 36th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2012,2.0,1,5,5
751330713,21028148,Not Previously Assessed,1993-08-12,290000,5500 5th ST S,-Single Family Detached,Central air,32 - 2-Story with Attic,Hot water,1888,1.0,1,3,3
750842709,5033013,t Applicable,1991-01-22,315000,4708 OLD DOMINION DR,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1988,2.00,1,0,4
751747157,18025346,Not Previously Assessed,2005-08-22,540000,1021 N GARFIELD ST 735,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2005,1.0,0,1,1
750833293,5009003,t Applicable,1994-03-30,245000,4830 25th ST N,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1939,1.75,2,2,3
751821073,17010080,Not Previously Assessed,2007-04-25,359900,1800 WILSON BLVD 238,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air,2007,1.0,0,1,1
750772933,3012041,t Applicable,2009-06-06,989000,3424 N DICKERSON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1949,2.00,2,6,6
750733785,2018018,t Applicable,2001-11-30,724283,5210 OLD DOMINION DR,-Single Family Detached,Central air,31 - 2 Story,Central Warm Air,2001,2.0,1,4,4
751717897,14051469,t Applicable,2018-06-07,429000,851 N GLEBE RD 1006,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2003,1.0,0,1,1
750698129,1001049,t Applicable,2005-07-13,825000,3216 N TACOMA ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1986,2.0,2,2,3
751580697,31030046,Partial Interest,2006-03-02,195426,3705 S FOUR MILE RUN DR,-Side by side,Central air,91 - Side X Side,Hot water,1945,2.0,0,4,2
750872677,6036007,t Applicable,2011-06-06,1039000,4118 CHERRY HILL RD,-Single Family Detached,Central air,31 - 2 Story,Baseboard,1895,2.0,2,5,3
750793589,3053011,t Applicable,2005-04-20,2200000,3201 N WAKEFIELD ST,-Single Family Detached,Central air,41 - 2 & 2+ sty  Estate,Hot water,1935,1.5+1,2,4,5
751273393,18074160,t Applicable,1987-10-14,107000,88 N BEDFORD ST 88C,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,2.00,0,2,2
750788165,3046059,t Applicable,2001-03-30,825000,3505 N ABINGDON ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Hot water,1953,1.5,2,5,4
750818201,4017028,t Applicable,2001-06-26,529000,2506 N QUINCY ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2022,2.0,1,5,5
750960973,11005163,t Applicable,1999-08-03,165000,6701 WASHINGTON BLVD,-Townhouse (condo own),Central air,71 - Townhouse End Unit,Forced hot air,1979,2.00,2,2,2
751340761,22001518,t Applicable,2002-03-25,89400,700 S ARLINGTON MILL DR 15104,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,1.00,0,2,1
750980477,11042001,t Applicable,1986-10-27,150000,6306 12th PL N,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1955,0,1,5,3
750898117,7038002,t Applicable,2002-02-15,440000,1507 N WAKEFIELD ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Hot water,1935,1.5,1,3,2
750811713,4011058,t Applicable,1999-05-20,636300,2750 N NELSON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1950,2.0,3,7,8
751814825,34027311,t Applicable,2007-02-27,438912,3600 S GLEBE RD 1114W,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
750981377,11044021,t Applicable,2004-11-05,533000,1312 N POWHATAN ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1944,1.50,0,3,2
751728089,5046062,t Applicable,2006-03-28,973830,4003 22nd ST N,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air,2004,2.5,1,4,4
751587313,32001308,t Applicable,2003-11-19,290000,1016 S WAYNE ST 0102,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1982,1.00,0,2,2
751636241,35006310,t Applicable,2001-04-19,275000,1300 ARMY NAVY DR 0114,-Condo High-rise,Forced Cool Air,61 - Bi-Level,Forced hot air,1965,1.00,0,2,3
751367289,23015155,t Applicable,1984-12-28,61900,3701 5th ST S 00312,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,1,1
750762541,2081011,t Applicable,1983-06-30,110000,5105 23rd RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2019,2.0,1,4,4
751821221,17010084,Not Previously Assessed,2007-06-15,372900,1800 WILSON BLVD 244,-Condo Garden,Central air,152 -  Condominium Unit,Forced hot air,2007,1.0,0,1,1
751756505,17013195,"Multiple RPCs, Not A Coded S",2006-09-08,96000000,1415 N TAFT ST P190,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2005,1.0,0,2,2
750824837,4035010,t Applicable,2009-05-19,839000,3740 N NELSON ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1959,1.0,2,4,3
751424525,26011013,t Applicable,1989-08-23,110000,1616 S OAKLAND ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1925,1.00,0,2,1
750746565,2042006,Land Sale,2002-01-17,750000,4920 30th ST N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,2002,2.25,1,5,5
750702149,1009015,t Applicable,2013-03-29,670000,6943 28th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1952,2.00,1,4,3
751664729,36052017,Estate Sale,2022-07-06,1050000,2611 S GRANT ST,-Single Family Detached,Central air,31 - 2 Story,Hot water,1942,2.00,1,3,3
750791853,3047216,t Applicable,1998-01-15,1065000,4439 33rd ST N,-Single Family Detached,Central air,41 - 2 & 2+ sty  Estate,Forced hot air,1981,2.00,7,5,6
750703669,1013001,t Applicable,1991-11-26,216000,2835 N VAN BUREN ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1947,1.75,1,4,3
750902305,7049049,Financial Institution,2009-10-21,560000,5014 11th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1941,2.00,1,3,3
751478457,29003199,"Foreclosure, Auction, Bankru",2020-03-16,402000,2891 S ABINGDON ST B1,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1944,2.00,0,2,1
750781653,3036074,t Applicable,1982-05-14,125000,4031 35th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1952,2.0,1,4,4
751707797,14041116,t Applicable,2008-08-28,325000,3830 9th ST N 208W,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2002,1.0,0,1,1
750794597,3057012,New Construction,2019-11-14,2700000,3200 N ABINGDON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2018,2.0,2,5,7
750824177,4028088,t Applicable,1983-04-02,210000,2202 24th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1978,2.0,3,4,4
750950793,10035045,t Applicable,1998-11-20,183000,1436 N LONGFELLOW ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1939,2.0,0,3,3
750808921,4007002,t Applicable,2006-01-31,1050000,3180 N QUINCY ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1952,2.0,3,4,4
751608609,32018036,t Applicable,1990-07-26,220000,3113 14th ST S,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air,1968,2.00,2,3,3
750808517,4006005,t Applicable,2023-12-19,2674200,3162 N POLLARD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2017,2.0,2,6,8
750775877,3021013,Land Sale,2015-06-12,740000,5001 34th ST N,-Single Family Detached,Central air,33 - 2 1/2 sty,Forced hot air-gas,2016,2.5,1,7,8
750798221,3063094,t Applicable,1999-11-12,571386,4713 25th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1999,2.0,2,3,4
751846997,18084111,t Applicable,2009-02-13,525000,2220 FAIRFAX DR PH06,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2007,1.0,0,2,2
751580461,31030033,t Applicable,2004-04-22,243390,3616 KEMPER RD,-Side by side,Central air,91 - Side X Side,Hot water,1945,2.0,0,3,2
751537797,30013299,t Applicable,1984-03-30,94500,3460 S UTAH ST B,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
751591705,32001652,Not Market Sale,1998-08-18,58000,2908 A 16th RD S 2908A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,2.00,0,3,1
750793185,3052008,t Applicable,2022-05-31,1900000,4515 32nd RD N,-Single Family Detached,Central air,41 - 2 & 2+ sty  Estate,Forced hot air,1995,2.0,3,6,6
750990041,12009020,t Applicable,2015-04-22,712500,863 N LONGFELLOW ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1954,1.0,1,5,3
750982845,11049011,Court Order/Quiet Title,2012-04-18,600250,6100 11th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1946,2.0,1,3,2
750867477,6024056,New Construction,2017-10-13,1650600,3604 17th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2017,2.0,0,5,5
751864389,31033273,t Applicable,2023-05-19,920000,3343 KEMPER RD,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Forced hot air-gas,2010,3.0,1,4,4
750716205,1048020,t Applicable,1998-06-23,225000,2633 N QUANTICO ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1948,2.0,1,6,3
750717421,1052017,t Applicable,2001-11-05,290500,2607 N POWHATAN ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2014,2.00,1,6,5
750876373,7001202,t Applicable,2004-04-30,282000,4371 CHERRY HILL RD 301,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1961,1.00,0,2,2
750757677,2072014,t Applicable,2022-08-24,965000,2523 N FLORIDA ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1947,1.75,1,3,2
750775601,3020017,t Applicable,2001-11-20,371000,5025 34th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2022,2.0,1,5,5
750728289,2005007,t Applicable,1995-10-31,332500,3607 N KENILWORTH ST,-Single Family Detached,Central air,11 - 1 Story,Hot water,1964,1.0,2,4,3
751668861,37010025,t Applicable,2018-01-19,1217500,1122 22nd ST S,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1941,2.0,3,4,6
751392737,24013014,t Applicable,2003-09-23,370000,3601 2nd ST S,-Single Family Detached,Central air,102- Accessory Dwelling Unit,Forced hot air-gas,2021,1.0,0,4,3
751665421,37001007,t Applicable,2001-03-06,1325000,1935 S ARLINGTON RIDGE RD,-Single Family Detached,Central air,41 - 2 & 2+ sty  Estate,Forced hot air,2001,2.0,4,6,5
750771401,3009022,Land Sale,2017-07-28,835000,4531 40th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2018,2.0,2,6,8
751176089,16034077,Not Previously Assessed,1986-06-09,85277,1530 KEY BLVD 219,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1986,1.00,0,1,1
750866621,6023020,t Applicable,1993-12-07,260000,1800 N QUINCY ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1949,1.5+1,1,3,3
751727489,14025138,t Applicable,2007-05-30,406000,1000 N RANDOLPH ST 807,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2004,1.0,0,1,1
751503193,29005759,t Applicable,1996-09-19,102500,2635 S WALTER REED DR C,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1950,1.00,0,2,1
750869705,6028027,t Applicable,2017-10-27,1249900,3605 19th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1988,2.00,1,3,4
751502741,29005738,t Applicable,1982-05-27,80914,2623 S WALTER REED DR B,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1950,1.00,1,2,1
751663409,36048014,t Applicable,2018-01-23,728500,721 26th ST S,-Single Family Detached,Central air,31 - 2 Story,Hot water,1935,2.0,1,4,4
751857165,16018125,Not Previously Assessed,2008-11-05,913350,1111 19th ST N 2604,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2008,1.0,0,2,3
750824717,4035003,t Applicable,1997-06-13,382000,3723 N OAKLAND ST,-Single Family Detached,Central air,61 - Bi-Level,Forced hot air,1958,1.00,2,4,3
750807225,4003005,t Applicable,1982-02-13,195000,3732 N OAKLAND ST,-Single Family Detached,Central air,61 - Bi-Level,Forced hot air,1958,1.00,3,4,3
751637789,35006395,t Applicable,1985-09-20,50000,1300 ARMY NAVY DR 0413,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,0,1
751490017,29003853,t Applicable,1990-04-19,109000,2594 D S ARLINGTON MILL DR 00004,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,1.00,0,1,1
750708897,1025016,t Applicable,2003-11-24,589000,2907 JOHN MARSHALL DR,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1950,1.75,1,3,3
750935653,9073021,t Applicable,1995-03-31,175000,5505 FAIRFAX DR,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1948,2.00,1,4,2
750751445,2054006,t Applicable,1986-10-01,142500,5318 27th ST N,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1941,1.50,1,4,2
750802677,3071015,Property in 2 Jurisdictions,2001-11-01,345000,4631 41st ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1955,2.0,1,4,5
750958849,11005015,t Applicable,2001-12-31,464000,2222 N ROOSEVELT ST,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1951,1.0,1,4,4
750894725,7030013,t Applicable,1981-05-15,175000,1624 N ABINGDON ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1937,1.5,1,4,4
750762357,2080017,t Applicable,1991-07-31,185000,5100 24th ST N,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1947,2.0,1,4,6
750753613,2059026,t Applicable,1994-08-23,302000,4913 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1948,2.0,2,3,5
